WKT,osm_id,code,fclass,name
"POINT (10.7635266 59.9192292)","5091617741","2302",fast_food,Handmade
"POINT (10.7575019 59.9221148)","5091617742","2303",cafe,Haralds Vaffel
"POINT (10.7621953 59.9195732)","5091617744","2301",restaurant,Leon Thai
"POINT (10.7632591 59.9191628)","5091617745","2301",restaurant,Desi House
"POINT (10.7623554 59.919335)","5091617746","2528",greengrocer,Vatan Detalj A/S
"POINT (10.763434 59.9189592)","5091617747","2305",bar,Ludos
"POINT (10.7623068 59.9194216)","5091617748","2516",butcher,Makwans
"POINT (10.76136 59.918262)","5094514916","2501",supermarket,Extra Trondheimsveien
"POINT (10.7591989 59.9196039)","5094785553","2304",pub,Alexandria
"POINT (10.759616 59.9195664)","5094785558","2511",convenience,Easy Lavpris
"POINT (10.7592024 59.9198145)","5094785563","2301",restaurant,Isabella
"POINT (10.7595838 59.9190942)","5094785565","2302",fast_food,Happy Time
"POINT (10.7591953 59.9193567)","5094785569","2503",kiosk,Maxima
"POINT (10.7595948 59.9185725)","5094785570","2301",restaurant,Zarathustra Methane
"POINT (10.759572 59.9194028)","5094785574","2301",restaurant,New Anarkali
"POINT (10.7592068 59.9197492)","5094785578","2302",fast_food,Miss Gin
"POINT (10.7591851 59.9194114)","5094785584","2602",atm,
"POINT (10.7572268 59.9166264)","5094785586","2301",restaurant,Arbil Restaurant
"POINT (10.7595931 59.9192056)","5094785590","2304",pub,Radio
"POINT (10.7606784 59.9273038)","5098522804","2561",hairdresser,Central Park
"POINT (10.7591654 59.9206034)","5098522806","2302",fast_food,Texas Grill
"POINT (10.7316625 59.9377864)","5099558121","2528",greengrocer,
"POINT (10.7580165 59.9253773)","5101765637","2302",fast_food,Dinos Pizza
"POINT (10.7612977 59.9254384)","5101765638","2561",hairdresser,Kutt
"POINT (10.7581155 59.9246442)","5101765639","2301",restaurant,Monsun Noodlebar
"POINT (10.7593232 59.9248927)","5101765641","2561",hairdresser,LOUD hair
"POINT (10.7589879 59.9238152)","5101765644","2512",clothes,Carlings
"POINT (10.7589291 59.9258968)","5101765645","2302",fast_food,Birken Lunch
"POINT (10.7594807 59.9256019)","5101765646","2031",recycling_glass,
"POINT (10.7594193 59.9224899)","5101765648","2512",clothes,Lillelam
"POINT (10.7593529 59.9242333)","5101765649","2304",pub,Munchies
"POINT (10.7583088 59.924633)","5101765651","2302",fast_food,Troys
"POINT (10.7589126 59.9269088)","5101765653","2305",bar,Django
"POINT (10.759369 59.9252427)","5101765654","2305",bar,Los Lobos
"POINT (10.7593986 59.9229904)","5101765656","2302",fast_food,Palazzo Pizzeria
"POINT (10.7594096 59.9238452)","5101765657","2512",clothes,Weekday
"POINT (10.7609644 59.9253452)","5101765659","2304",pub,OsloVelo
"POINT (10.7589733 59.924617)","5101765662","2519",optician,Sesoptikk
"POINT (10.7569435 59.9253749)","5101765663","2301",restaurant,Khushi
"POINT (10.7597082 59.9233325)","5101765664","2303",cafe,Drivhuset Deli
"POINT (10.7570662 59.9230303)","5101765665","2561",hairdresser,På Håret
"POINT (10.7589216 59.9256061)","5101765667","2304",pub,Genuine Sportspub
"POINT (10.7589448 59.9242329)","5101765670","2304",pub,Chair
"POINT (10.7566623 59.9184709)","5122906863","2725",artwork,
"POINT (10.7568299 59.9183522)","5122906864","2725",artwork,
"POINT (10.7559371 59.9180471)","5122906865","2725",artwork,
"POINT (10.755786 59.9181645)","5122906866","2725",artwork,
"POINT (10.7408831 59.9233893)","5129429922","2302",fast_food,Tunco
"POINT (10.7536403 59.9227107)","5135723684","2902",bench,
"POINT (10.7203522 59.9371055)","5141601838","2201",theatre,Salen - Institutt for musikkvitenskap
"POINT (10.7526086 59.9170641)","5155784047","2301",restaurant,Koie
"POINT (10.7292306 59.9209269)","5159248589","2301",restaurant,Arte Pazza
"POINT (10.728906 59.921281)","5159248736","2501",supermarket,Rema 1000 Parkveien
"POINT (10.7578429 59.9185964)","5171087150","2566",bicycle_rental,
"POINT (10.7642239 59.9191906)","5171087151","2566",bicycle_rental,
"POINT (10.7580333 59.91717)","5171087152","2566",bicycle_rental,
"POINT (10.7237443 59.9247538)","5183120422","2512",clothes,Follestad
"POINT (10.716926 59.917285)","5210654653","2566",bicycle_rental,Colbjørnsens gate
"POINT (10.7197146 59.9191868)","5212169899","2031",recycling_glass,
"POINT (10.7248399 59.9301151)","5228649169","2542",bicycle_shop,Fagerborg Sykkelverksted
"POINT (10.767237 59.927306)","5229571993","2501",supermarket,Joker Københavngate
"POINT (10.7159856 59.9285608)","5236963253","2301",restaurant,Jacob Aall
"POINT (10.7150428 59.9291018)","5236963254","2519",optician,Krogh Optikk
"POINT (10.715294 59.929187)","5236963255","2101",pharmacy,Vitusapotek Majorstuen
"POINT (10.7119747 59.9295729)","5237850124","2301",restaurant,NAB kitchen and bar
"POINT (10.7153837 59.9162104)","5240806521","2303",cafe,
"POINT (10.7568437 59.9293178)","5295556981","2252",pitch,
"POINT (10.7570121 59.9297654)","5295556982","2252",pitch,
"POINT (10.7583931 59.9322934)","5295556983","2252",pitch,
"POINT (10.7585479 59.9319441)","5295556999","2902",bench,
"POINT (10.750151 59.917361)","5298164411","2501",supermarket,Bunnpris Møllergaten
"POINT (10.7406929 59.9224801)","5300881325","2514",chemist,
"POINT (10.7406533 59.922539)","5300884724","2502",bakery,
"POINT (10.7609586 59.9196518)","5316879861","2301",restaurant,Lille Oslo Lunsjbar
"POINT (10.7599871 59.9194044)","5316879862","2301",restaurant,Txotx
"POINT (10.7337607 59.918876)","5322455423","2301",restaurant,La Sangria Resturante Espanjol
"POINT (10.74167 59.9263857)","5325343626","2903",drinking_water,
"POINT (10.7665537 59.9279719)","5343795032","2906",waste_basket,
"POINT (10.7565845 59.9237604)","5343795033","2405",hostel,OvernattingOslo.no
"POINT (10.7273234 59.9162133)","5415859697","2724",memorial,Dronning Maud
"POINT (10.7640026 59.9191311)","5437948779","2303",cafe,Heimatt
"POINT (10.7590106 59.9282244)","5520528021","2906",waste_basket,
"POINT (10.750323 59.9176627)","5528521918","2301",restaurant,Lalibela
"POINT (10.75413 59.92322)","5555189118","2031",recycling_glass,
"POINT (10.76197 59.92942)","5555191027","2031",recycling_glass,
"POINT (10.73433 59.91925)","5555194205","2031",recycling_glass,
"POINT (10.7541 59.92449)","5555194209","2031",recycling_glass,
"POINT (10.74573 59.92455)","5555194210","2031",recycling_glass,
"POINT (10.73446 59.93271)","5555194212","2031",recycling_glass,
"POINT (10.7556973 59.9195849)","5555194219","2031",recycling_glass,
"POINT (10.7463716 59.9342453)","5555194740","2031",recycling_glass,
"POINT (10.72246 59.92157)","5555194752","2031",recycling_glass,
"POINT (10.75127 59.92885)","5555194756","2031",recycling_glass,
"POINT (10.74069 59.92381)","5555194760","2031",recycling_glass,
"POINT (10.7317883 59.9359312)","5555194767","2033",recycling_clothes,
"POINT (10.75747 59.9174)","5555194770","2031",recycling_glass,
"POINT (10.74377 59.92966)","5555194786","2031",recycling_glass,
"POINT (10.76206 59.93148)","5555194787","2031",recycling_glass,
"POINT (10.71287 59.92015)","5555194790","2031",recycling_glass,
"POINT (10.73546 59.93576)","5555194803","2031",recycling_glass,
"POINT (10.71682 59.93079)","5555194804","2031",recycling_glass,
"POINT (10.739619 59.9338511)","5555194814","2031",recycling_glass,
"POINT (10.74998 59.93462)","5555195228","2031",recycling_glass,
"POINT (10.7446951 59.9320759)","5555195242","2031",recycling_glass,
"POINT (10.73925 59.92164)","5555195248","2031",recycling_glass,
"POINT (10.732 59.92002)","5555195252","2031",recycling_glass,
"POINT (10.76739 59.92374)","5555195305","2031",recycling_glass,
"POINT (10.76415 59.93395)","5555195306","2031",recycling_glass,
"POINT (10.73603 59.93125)","5555195307","2031",recycling_glass,
"POINT (10.75049 59.93113)","5555195310","2031",recycling_glass,
"POINT (10.76107 59.92339)","5555195313","2031",recycling_glass,
"POINT (10.75903 59.92824)","5555195314","2031",recycling_glass,
"POINT (10.7523713 59.9354815)","5555195315","2031",recycling_glass,
"POINT (10.75562 59.91743)","5555195319","2031",recycling_glass,
"POINT (10.73625 59.92056)","5555195421","2031",recycling_glass,
"POINT (10.72011 59.92084)","5555195427","2031",recycling_glass,
"POINT (10.74976 59.91929)","5555195434","2031",recycling_glass,
"POINT (10.7659 59.92173)","5555195438","2031",recycling_glass,
"POINT (10.76338 59.92098)","5555195439","2031",recycling_glass,
"POINT (10.76583 59.93245)","5555195441","2031",recycling_glass,
"POINT (10.73133 59.92356)","5555195443","2031",recycling_glass,
"POINT (10.72779 59.92256)","5555195444","2031",recycling_glass,
"POINT (10.75596 59.93644)","5555195462","2031",recycling_glass,
"POINT (10.74002 59.92025)","5555195465","2031",recycling_glass,
"POINT (10.75319 59.93839)","5555195468","2031",recycling_glass,
"POINT (10.72337 59.93285)","5555195471","2031",recycling_glass,
"POINT (10.72267 59.93204)","5555195472","2031",recycling_glass,
"POINT (10.7508 59.92993)","5555195473","2031",recycling_glass,
"POINT (10.76403 59.9255839)","5555195474","2031",recycling_glass,
"POINT (10.73855 59.9316)","5555195482","2031",recycling_glass,
"POINT (10.71686 59.92112)","5555195486","2031",recycling_glass,
"POINT (10.71621 59.93885)","5555195493","2031",recycling_glass,
"POINT (10.735397 59.9230427)","5555195516","2031",recycling_glass,
"POINT (10.7663 59.92691)","5555196235","2031",recycling_glass,
"POINT (10.74975 59.92715)","5555196249","2031",recycling_glass,
"POINT (10.75204 59.93302)","5555196260","2031",recycling_glass,
"POINT (10.76597 59.91922)","5555196267","2031",recycling_glass,
"POINT (10.73314 59.93341)","5555196278","2031",recycling_glass,
"POINT (10.7466807 59.9307398)","5555196283","2031",recycling_glass,
"POINT (10.75428 59.92337)","5555196295","2031",recycling_glass,
"POINT (10.71398 59.92926)","5555196311","2031",recycling_glass,
"POINT (10.76387 59.92887)","5555197227","2031",recycling_glass,
"POINT (10.75057 59.92262)","5555197232","2031",recycling_glass,
"POINT (10.7203 59.92601)","5555197268","2031",recycling_glass,
"POINT (10.72688 59.92424)","5555197278","2031",recycling_glass,
"POINT (10.74514 59.92324)","5555197288","2031",recycling_glass,
"POINT (10.73977 59.92123)","5555202749","2031",recycling_glass,Pilestredet Park minigjenbruksstasjon
"POINT (10.73956 59.91871)","5555205638","2031",recycling_glass,
"POINT (10.75412 59.93295)","5555205654","2031",recycling_glass,
"POINT (10.73693 59.92113)","5555205676","2031",recycling_glass,
"POINT (10.7659416 59.9222685)","5574643401","2950",tower,Sofienberg kirke
"POINT (10.7541476 59.9180414)","5574644222","2950",tower,
"POINT (10.7531095 59.937636)","5574644226","2950",tower,Sagene kirke
"POINT (10.7441345 59.9182939)","5574644236","2950",tower,St. Olavs kirke
"POINT (10.7289796 59.936674)","5574644289","2950",tower,Vestre Aker kirke
"POINT (10.7400118 59.9266515)","5580717169","2725",artwork,Til våre muntre musikanter fra Oslo By
"POINT (10.7357999 59.9355253)","5580717170","2725",artwork,
"POINT (10.7358847 59.9354386)","5580770147","2724",memorial,Eugene Hansen sogneprest
"POINT (10.760223 59.9205053)","5581345493","2252",pitch,Schous plass bordtennis
"POINT (10.7606244 59.9206818)","5581345494","2252",pitch,Schous plass bordtennis
"POINT (10.7662914 59.9178311)","5587698309","2566",bicycle_rental,
"POINT (10.7519243 59.9224274)","5593802021","2303",cafe,Solberg & Hansen Concept Store
"POINT (10.7525691 59.9373442)","5593962259","2501",supermarket,Ekte vare
"POINT (10.738824 59.9166154)","5594711123","2515",bookshop,Tronsmo Bokhandel
"POINT (10.7274563 59.9196658)","5643385353","2901",toilet,
"POINT (10.7469356 59.9190415)","5647908721","2301",restaurant,Diakonova kantine
"POINT (10.752231 59.9199789)","5654673077","2725",artwork,
"POINT (10.7520883 59.9200114)","5654673078","2725",artwork,
"POINT (10.7521976 59.9200877)","5654673079","2725",artwork,
"POINT (10.7523543 59.918641)","5685843349","2566",bicycle_rental,
"POINT (10.7342022 59.9328724)","5696514523","2303",cafe,Oslo RAW
"POINT (10.7555724 59.9375513)","5709510921","2305",bar,Mysterud Bar
"POINT (10.7501926 59.9339969)","5752365197","2511",convenience,Orange Mini Center
"POINT (10.7462352 59.9306363)","5752391900","2566",bicycle_rental,Colletts gate (ved Diriks gate)
"POINT (10.7305248 59.921129)","5755249945","2305",bar,Welhavens Skjenkestue
"POINT (10.757125 59.9336893)","5760335524","2725",artwork,
"POINT (10.723177 59.92351)","5770466512","2014",arts_centre,Institut Français
"POINT (10.7397724 59.9264219)","5786929161","2906",waste_basket,
"POINT (10.7376927 59.9309434)","5786932898","2906",waste_basket,
"POINT (10.7404734 59.9265285)","5787292428","2902",bench,
"POINT (10.7397737 59.9264219)","5787292429","2906",waste_basket,
"POINT (10.7404381 59.9265277)","5787292430","2902",bench,
"POINT (10.7398349 59.9259461)","5787292431","2902",bench,
"POINT (10.7403065 59.9265125)","5787292432","2902",bench,
"POINT (10.7397649 59.9259582)","5787292433","2902",bench,
"POINT (10.7402735 59.9265069)","5787292434","2902",bench,
"POINT (10.7397259 59.925963)","5787292435","2902",bench,
"POINT (10.7402412 59.9264993)","5787292436","2902",bench,
"POINT (10.7396924 59.9259683)","5787292437","2902",bench,
"POINT (10.7402091 59.9264918)","5787292438","2902",bench,
"POINT (10.7396054 59.9259912)","5787292439","2906",waste_basket,
"POINT (10.7400809 59.9264464)","5787292440","2902",bench,
"POINT (10.740052 59.926436)","5787292441","2902",bench,
"POINT (10.7426289 59.9280157)","5787292442","2906",waste_basket,
"POINT (10.7400242 59.9264231)","5787292443","2902",bench,
"POINT (10.7405073 59.9265298)","5787292444","2902",bench,
"POINT (10.739996 59.9264117)","5787292445","2902",bench,
"POINT (10.7235271 59.9256714)","5787299689","2902",bench,
"POINT (10.7235243 59.9258337)","5787299690","2902",bench,
"POINT (10.7234921 59.9256928)","5787299691","2902",bench,
"POINT (10.7234395 59.9258425)","5787299692","2902",bench,
"POINT (10.7529499 59.9291144)","5802011105","2542",bicycle_shop,Pedaleon sykkelverksted
"POINT (10.7443609 59.9212703)","5820532055","2724",memorial,Bjørnstjerne Bjørnsons grav
"POINT (10.729228 59.923836)","5830063853","2082",school,"Kristelig gymnasium, videregående skole"
"POINT (10.725839 59.925001)","5830063870","2082",school,Den Tysk-Norske skolen i Oslo
"POINT (10.717377 59.916986)","5830063876","2082",school,Lycee Francais Rene Cassin Doslo
"POINT (10.729537 59.92381)","5830063880","2082",school,"Kristelig gymnasium, grunnskole"
"POINT (10.7368863 59.9393849)","5830068492","2082",school,Kirkeveien videregående skole
"POINT (10.73257 59.924127)","5830068499","2082",school,Akademiet Oslo
"POINT (10.743384 59.918693)","5830068504","2082",school,Edvard Munch videregående skole
"POINT (10.7468444 59.9308373)","5841602146","2511",convenience,Diriksgate Kolonial
"POINT (10.740685 59.9225222)","5863322989","2301",restaurant,Florenze Lunsj
"POINT (10.7265936 59.9217909)","5865133916","2304",pub,Trafalgar Pub
"POINT (10.7246067 59.9242405)","5865142286","2512",clothes,Urban
"POINT (10.7206856 59.9264727)","5865142922","2512",clothes,Dressmann
"POINT (10.7162282 59.9289531)","5865149953","2561",hairdresser,Nikita
"POINT (10.7436147 59.9241022)","5872999432","2511",convenience,Anton Kiosk & Spill
"POINT (10.7413147 59.9235221)","5872999434","2561",hairdresser,Ayrin Frisør
"POINT (10.7428813 59.9238734)","5872999435","2521",gift_shop,Congratulations
"POINT (10.7554701 59.928197)","5873853285","2902",bench,
"POINT (10.7553286 59.9281936)","5873853286","2902",bench,
"POINT (10.7549812 59.9281853)","5873853287","2902",bench,
"POINT (10.7548404 59.928182)","5873853288","2902",bench,
"POINT (10.7554492 59.9283339)","5873853289","2902",bench,
"POINT (10.7553101 59.9283305)","5873853296","2902",bench,
"POINT (10.7548201 59.9283188)","5873853297","2902",bench,
"POINT (10.7524127 59.9259728)","5874108001","2205",playground,
"POINT (10.7631525 59.933256)","5878291587","2301",restaurant,
"POINT (10.7665986 59.9332608)","5878305486","2305",bar,Bruun-Larsen
"POINT (10.7259187 59.9232237)","5884676785","2544",furniture_shop,
"POINT (10.7521632 59.9164868)","5908046842","2517",shoe_shop,Vans
"POINT (10.7506471 59.916547)","5908171026","2305",bar,Bar Robinet
"POINT (10.7476749 59.9188075)","5908171035","2301",restaurant,Nam Kang Sushi
"POINT (10.7520331 59.9164169)","5908171036","2512",clothes,Lokk
"POINT (10.7402435 59.9164124)","5918213675","2011",embassy,Georgias ambassade
"POINT (10.7249124 59.921681)","5919941196","2011",embassy,Sveits ambassade
"POINT (10.7227195 59.9236872)","5919971323","2011",embassy,Marokkos ambassade
"POINT (10.7225891 59.9237318)","5919971324","2011",embassy,Sudans ambassade
"POINT (10.7227069 59.9201584)","5920071838","2011",embassy,Tysklands ambassade
"POINT (10.7221139 59.919783)","5920071839","2011",embassy,Romanias ambassade
"POINT (10.7384501 59.9180525)","5920109097","2011",embassy,Vietnams ambassade
"POINT (10.7229654 59.9173095)","5920340517","2011",embassy,Estlands ambassade
"POINT (10.7151597 59.9210142)","5920359431","2011",embassy,Thailands ambassade
"POINT (10.7206648 59.9154521)","5920362243","2011",embassy,Algerias ambassade
"POINT (10.7610133 59.9185762)","5921085690","2120",doctors,Schouslegene
"POINT (10.7566875 59.9235339)","5921085692","2120",doctors,Markveien legesenter
"POINT (10.7507227 59.9294586)","5921085704","2120",doctors,Iladalen legekontor
"POINT (10.7443199 59.93119)","5921085706","2120",doctors,St. Hanshaugen legesenter
"POINT (10.7439959 59.9308703)","5921085708","2120",doctors,Lovisenberg legesenter
"POINT (10.7647576 59.9363766)","5921085710","2120",doctors,Sagene lokalmedisinske senter
"POINT (10.7151572 59.9305298)","5921085726","2120",doctors,Marienlyst legesenter
"POINT (10.7149192 59.9283309)","5921085728","2120",doctors,A-klinikken Majorstua
"POINT (10.7174016 59.9263935)","5921085730","2120",doctors,ABC legekontor Majorstuen
"POINT (10.7143472 59.9290197)","5921085732","2120",doctors,Majorstukrysset legegruppe
"POINT (10.7161056 59.9288298)","5921085735","2120",doctors,"Dr. Øien fastlegekontor, Majorstuen"
"POINT (10.7148959 59.9292667)","5921085736","2120",doctors,Majorstuhuset legegruppe
"POINT (10.7150147 59.9292065)","5921085738","2120",doctors,Majorstuhuset legeklinikk
"POINT (10.7175512 59.929442)","5921085740","2120",doctors,Majorstuen legesenter
"POINT (10.7253826 59.9261294)","5921085742","2120",doctors,Fagerborglegene
"POINT (10.7311694 59.9274793)","5921085744","2120",doctors,Stensparken medisinske senter
"POINT (10.7283573 59.9273676)","5921085746","2120",doctors,Norabakken lege og kiropraktorklinikk
"POINT (10.7298896 59.9228306)","5921085748","2120",doctors,Legene i Oscarsgate 12
"POINT (10.7255831 59.9234215)","5921085750","2120",doctors,Oslo Helse
"POINT (10.727356 59.9221274)","5921085752","2120",doctors,Hegdehaugen legesenter
"POINT (10.7130585 59.9235961)","5921085770","2120",doctors,Atrium legesenter
"POINT (10.7450287 59.9178956)","5921086487","2120",doctors,Kurbadet legesenter
"POINT (10.7391002 59.9210903)","5921086489","2120",doctors,Oslo Helsesenter
"POINT (10.7389393 59.9210432)","5921086492","2120",doctors,Legene Bjørnnes & Borna
"POINT (10.7408856 59.9221113)","5921086493","2120",doctors,Legene på St.Hanshaugen
"POINT (10.7337083 59.9280431)","5921086496","2120",doctors,Bolteløkka legesenter
"POINT (10.7334074 59.9175876)","5921086497","2120",doctors,SiO Helse
"POINT (10.7332715 59.9193924)","5921086499","2120",doctors,Holbergs Plads legesenter
"POINT (10.742297 59.9185933)","5921086500","2120",doctors,St. Olav medisinske
"POINT (10.741813 59.9180484)","5921086502","2120",doctors,Lege Rolf Von Krogh
"POINT (10.740047 59.916539)","5921086504","2120",doctors,Dr. Kordahl
"POINT (10.7498599 59.917147)","5929622480","2512",clothes,Wild Oscar
"POINT (10.7574658 59.9309649)","5982611908","2725",artwork,Fabrikkjentene
"POINT (10.746673 59.91916)","5985261344","2501",supermarket,Rema 1000 Fredensborgveien
"POINT (10.717439 59.9294019)","6001932856","2005",post_office,Majorstuen postkontor
"POINT (10.744962 59.925593)","6001932857","2005",post_office,St.Hanshaugen post i butikk
"POINT (10.750392 59.928269)","6001932877","2005",post_office,Alexander Kiellands plass post i butikk
"POINT (10.7329617 59.9231132)","6001932882","2005",post_office,Bislett post i butikk
"POINT (10.752389 59.93558)","6001933094","2005",post_office,Sagene post i butikk
"POINT (10.7165629 59.9157103)","6007967385","2305",bar,
"POINT (10.719854 59.92692)","6053235096","2501",supermarket,Extra Bogstadveien
"POINT (10.7412632 59.9215815)","6053235099","2501",supermarket,Coop Prix Ullevålsveien
"POINT (10.7656121 59.9243959)","6055882859","2501",supermarket,Kiwi Rodeløkka
"POINT (10.7327287 59.9281825)","6055882863","2501",supermarket,Kiwi Bislett
"POINT (10.715806 59.922633)","6055885705","2501",supermarket,Kiwi Briskeby
"POINT (10.751193 59.923197)","6058574248","2501",supermarket,Rema 1000 Vulkan
"POINT (10.725963 59.925463)","6058574249","2501",supermarket,Rema 1000 Sporveisgaten
"POINT (10.763777 59.917963)","6058576830","2501",supermarket,Rema 1000 Lakkegata
"POINT (10.761333 59.92952)","6059110194","2501",supermarket,Joker Toftes gate
"POINT (10.73488 59.919872)","6059110196","2501",supermarket,Joker Holberg
"POINT (10.766996 59.920263)","6059110197","2501",supermarket,Joker Trondheimsveien
"POINT (10.7524618 59.919332)","6083559611","2201",theatre,Grusomhetens teater
"POINT (10.717048 59.920471)","6109135499","2501",supermarket,Rema 1000 Briskeby
"POINT (10.716999 59.920528)","6109141186","2518",beverages,Vinmonopolet Briskeby
"POINT (10.7271079 59.9212925)","6120221725","2511",convenience,7-Eleven Hegdehaugsveien
"POINT (10.7340256 59.9193822)","6120221726","2511",convenience,7-Eleven Holbergs plass
"POINT (10.721095 59.926204)","6122924684","2503",kiosk,Narvesen
"POINT (10.733194 59.918064)","6122925930","2503",kiosk,Narvesen
"POINT (10.7159313 59.9294996)","6122926385","2503",kiosk,Narvesen
"POINT (10.7368766 59.9370774)","6122926386","2503",kiosk,Narvesen
"POINT (10.746882 59.933361)","6122926392","2503",kiosk,Narvesen
"POINT (10.7652835 59.927491)","6126671833","2121",dentist,Grünerløkkas hus tannlegesenter
"POINT (10.7667811 59.9289006)","6126671836","2121",dentist,Tannlege Knut Eriksen
"POINT (10.7409956 59.9179532)","6126671837","2121",dentist,Oslo Private tannregulering
"POINT (10.756191 59.9305788)","6126671846","2121",dentist,Mølla tannklinikk
"POINT (10.7217058 59.9186888)","6126671868","2121",dentist,Tannlege Jakob Are Vikse
"POINT (10.7387251 59.9209309)","6126671908","2121",dentist,DM tannlegene
"POINT (10.7282761 59.9274587)","6126671909","2121",dentist,Bislett tannhelsesenter
"POINT (10.7281757 59.9223661)","6126671950","2121",dentist,Homansbyen tannlegesenter
"POINT (10.7571087 59.9217927)","6126672146","2121",dentist,Colosseumklinikken
"POINT (10.7560325 59.9376215)","6126672158","2121",dentist,Tannlegene Rossow
"POINT (10.7152675 59.9292969)","6126672389","2121",dentist,Majorstuen tannlegesenter
"POINT (10.7153725 59.9293342)","6126672390","2121",dentist,Vest tannlege
"POINT (10.7154718 59.9293691)","6126672391","2121",dentist,Tannlegene Dannielsen og Dingsør
"POINT (10.7176875 59.9294068)","6126672392","2121",dentist,Tannlegene Baldetorp
"POINT (10.7175507 59.9293679)","6126672393","2121",dentist,Fagerborg tannklinikk
"POINT (10.7139101 59.9276886)","6126672394","2121",dentist,Tannelge Tom Rødseth
"POINT (10.7347603 59.9375991)","6126672398","2121",dentist,Ullevål tannlegesenter
"POINT (10.71467 59.9276448)","6126672471","2121",dentist,Tannlege Janne Fonneløp Bakke-Hanssen
"POINT (10.7280741 59.9210514)","6126673231","2121",dentist,Tannlege Mark B. Earl
"POINT (10.7404554 59.9242382)","6126673268","2121",dentist,Tannlege Odd Erik Rogndahl
"POINT (10.741649 59.9240785)","6126673491","2121",dentist,Tannlege Ann-Kristin Engen
"POINT (10.7653208 59.9362039)","6126673498","2121",dentist,Soria Moria Tannlegekontor
"POINT (10.7656518 59.9355073)","6126673500","2121",dentist,Torshov Tannklinikk
"POINT (10.7381413 59.9244967)","6126673521","2121",dentist,Tannlege Einar Bjart Haugen
"POINT (10.7122155 59.9294442)","6126673525","2121",dentist,Majorstuen tannklinikk
"POINT (10.7348606 59.918358)","6126674001","2121",dentist,Tannlege Dag Audun Andersen
"POINT (10.734867 59.9183077)","6126674003","2121",dentist,Tannlege Oddvar Lea
"POINT (10.7676654 59.9204693)","6126674015","2121",dentist,Oslo tannlegeklinikk
"POINT (10.7131816 59.9236679)","6126674038","2121",dentist,Tannlege Ulla-Karin Engstrøm
"POINT (10.7635849 59.9340198)","6126674039","2121",dentist,Tannlegene i Torshovgata
"POINT (10.7471127 59.9195691)","6126674285","2121",dentist,Mikkels tannhus
"POINT (10.7587728 59.9260272)","6126674318","2121",dentist,Grünerløkka tannhelsesenter
"POINT (10.7304235 59.9260053)","6126674322","2121",dentist,Tannlege Bislett
"POINT (10.7316028 59.926344)","6126674324","2121",dentist,Tannlege Henning A Lundstrøm
"POINT (10.7406866 59.916098)","6126674325","2121",dentist,godetenner*
"POINT (10.7310115 59.9275044)","6126674326","2121",dentist,Tannlege Anne-Cathrine Siljan
"POINT (10.7313538 59.9274575)","6126674329","2121",dentist,Bislet tannlegesenter
"POINT (10.7161565 59.9287644)","6126674401","2121",dentist,Tannlegene i Bogstadveien 51
"POINT (10.7195553 59.9277546)","6126674403","2121",dentist,Tannlege Eli Lerheim
"POINT (10.7212464 59.9272108)","6126674404","2121",dentist,Bogstadveien tannklinikk
"POINT (10.7209908 59.9267973)","6126674406","2121",dentist,Tannlege Evjensvold & Rydnert
"POINT (10.7234844 59.9252429)","6126674408","2121",dentist,Tannlege Runar Vilhjalmsson
"POINT (10.7233751 59.9253059)","6126674410","2121",dentist,Tannlege Narve Nodeland
"POINT (10.760458 59.9382094)","6126674455","2121",dentist,Tannlege Lene Katrin Antonsen
"POINT (10.7605439 59.9382732)","6126674457","2121",dentist,Tannlege Jasna Kazazic Eger
"POINT (10.7575156 59.9169823)","6126674497","2121",dentist,Tannlege Rune Larsen
"POINT (10.7423744 59.9182947)","6126674840","2121",dentist,St. Olavs plass tannlegekontor
"POINT (10.7413006 59.9182381)","6126674846","2121",dentist,Tannlege Ditlef Martens
"POINT (10.7187722 59.9273608)","6126674877","2121",dentist,Sorgenfri tannklinikk
"POINT (10.7186622 59.9179357)","6126674926","2121",dentist,Tannlege Knut Rosenvinge Kolderup
"POINT (10.7233622 59.9162096)","6128306457","2722",museum,Dronning Sonjas kunststall
"POINT (10.762975 59.933903)","6136462029","2305",bar,Bar Albatross
"POINT (10.75542 59.92237)","6195508641","2031",recycling_glass,
"POINT (10.75314 59.92253)","6195508646","2031",recycling_glass,
"POINT (10.71231 59.92952)","6195511326","2031",recycling_glass,Colosseum minigjenbruksstasjon
"POINT (10.721175 59.932583)","6195511355","2030",recycling,
"POINT (10.7197004 59.9214048)","6195511358","2030",recycling,
"POINT (10.7662293 59.9230132)","6195511382","2030",recycling,
"POINT (10.75095 59.92093)","6195513286","2031",recycling_glass,
"POINT (10.7662671 59.9230672)","6195513289","2031",recycling_glass,
"POINT (10.7595427 59.9202711)","6216289887","2305",bar,Glød
"POINT (10.7588191 59.9211501)","6216331185","2721",attraction,Ølakademiet
"POINT (10.7591659 59.9203354)","6216331485","2305",bar,Qadis
"POINT (10.7243358 59.9244219)","6223448785","2511",convenience,7-Eleven Holtegata
"POINT (10.763827 59.9336434)","6227401451","2302",fast_food,Sanremo Pizza & Grill
"POINT (10.7646993 59.9273445)","6239304697","2301",restaurant,Lio's Cafe Bar
"POINT (10.7506809 59.9213801)","6311093014","2902",bench,
"POINT (10.7506992 59.921354)","6311093015","2902",bench,
